ICRISAT accession identifier,Accession identifier,Crop,Genotype / Sequencing info,DOI,Mission code,Collectors number,Alternate accession identifier,Local name,Genus,Species,SPAUTHOR,SUBTAXA,SUBTAUTHOR,Cultivar name,Biological status,Collecting source,Donor cooperator code,Donor country,Acquisition Date,Collection Date,Country Source,Province,Collection site,Latitude,Longitude,Elevation,Ec No,FAO in trust,Core,Mini core,Remarks,Registered Date,Temperature,Humidity,Rainfall
9862,ICC 9862,Chickpea,SRR13556380,10.18730/MKWF~,ICRISAT-MISN-N/A,NULL,NEC 2714-2; 787C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,Yes,Yes,NULL,NULL,6,93,253.6
9863,ICC 9863,Chickpea,NULL,10.18730/MKWG$,ICRISAT-MISN-N/A,NULL,NEC 2715-2; 789C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,12.3,93,248.1
9864,ICC 9864,Chickpea,NULL,10.18730/MKWH=,ICRISAT-MISN-N/A,NULL,NEC 2716-2; 791C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,12.3,93,248.1
9865,ICC 9865,Chickpea,NULL,10.18730/MKWJU,ICRISAT-MISN-N/A,NULL,NEC 2717-2; 793C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Kishm,36.658372,70.319621,NULL,NULL,Yes,No,No,NULL,NULL,12.3,88,248.1
9866,ICC 9866,Chickpea,NULL,10.18730/MKWK0,ICRISAT-MISN-N/A,NULL,NEC 2719-2; 800C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Kishm,36.658372,70.319621,NULL,NULL,Yes,No,No,NULL,NULL,11.2,88,253.5
9867,ICC 9867,Chickpea,NULL,10.18730/MKWM1,ICRISAT-MISN-N/A,NULL,NEC 2721-2; 803C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Sabzi Bahar,37.171389,70.245278,1021,NULL,Yes,No,No,NULL,NULL,11.2,88,253.5
9868,ICC 9868,Chickpea,NULL,10.18730/MKWN2,ICRISAT-MISN-N/A,NULL,NEC 2722-2; 804C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Sabzi Bahar,37.171389,70.245278,1021,NULL,Yes,No,No,NULL,NULL,11.6,88,197.4
9869,ICC 9869,Chickpea,NULL,10.18730/MKWP3,ICRISAT-MISN-N/A,NULL,NEC 2723-2; 805C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.6,94,197.4
9870,ICC 9870,Chickpea,NULL,10.18730/MKWQ4,ICRISAT-MISN-N/A,NULL,NEC 2724-2; 806C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9871,ICC 9871,Chickpea,NULL,10.18730/MKWR5,ICRISAT-MISN-N/A,NULL,NEC 2725-2; 807C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9872,ICC 9872,Chickpea,SRR13556379,10.18730/MKWS6,ICRISAT-MISN-N/A,NULL,NEC 2726-2; 808C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,Yes,No,NULL,NULL,11.4,94,245.5
9873,ICC 9873,Chickpea,NULL,10.18730/MKWT7,ICRISAT-MISN-N/A,NULL,NEC 2727-2; 809C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9874,ICC 9874,Chickpea,NULL,10.18730/MKWV8,ICRISAT-MISN-N/A,NULL,NEC 2728-2; 810C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9875,ICC 9875,Chickpea,NULL,10.18730/MKWW9,ICRISAT-MISN-N/A,NULL,NEC 2730-2; 814C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9876,ICC 9876,Chickpea,SRR13015099,10.18730/MKWXA,ICRISAT-MISN-N/A,NULL,NEC 2731-1; 816C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,Yes,No,NULL,NULL,11.4,94,245.5
9877,ICC 9877,Chickpea,NULL,10.18730/MKWYB,ICRISAT-MISN-N/A,NULL,NEC 2733-2; 819C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9878,ICC 9878,Chickpea,NULL,10.18730/MKWZC,ICRISAT-MISN-N/A,NULL,NEC 2734-2; 822C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Yaftal,37.271921,70.560305,1900,NULL,Yes,No,No,NULL,NULL,11.4,92,245.5
9879,ICC 9879,Chickpea,NULL,10.18730/MKX0D,ICRISAT-MISN-N/A,NULL,NEC 2735-2; 823C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Deh-Zendan,37.225601,70.477501,1247,NULL,Yes,No,No,NULL,NULL,10.6,91,181.6
9880,ICC 9880,Chickpea,NULL,10.18730/MKX1E,ICRISAT-MISN-N/A,NULL,NEC 2736-2; 824C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Yaftal,37.271921,70.560305,1900,NULL,Yes,No,No,NULL,NULL,11.6,92,195.6
9881,ICC 9881,Chickpea,NULL,10.18730/MKX2F,ICRISAT-MISN-N/A,NULL,NEC 2737-2; 825C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,10.6,94,181.6
9882,ICC 9882,Chickpea,NULL,10.18730/MKX3G,ICRISAT-MISN-N/A,NULL,NEC 2738-2; 828C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9883,ICC 9883,Chickpea,NULL,10.18730/MKX4H,ICRISAT-MISN-N/A,NULL,NEC 2739-2; 832C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9884,ICC 9884,Chickpea,NULL,10.18730/MKX5J,ICRISAT-MISN-N/A,NULL,NEC 2740-2; 834C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9885,ICC 9885,Chickpea,NULL,10.18730/MKX6K,ICRISAT-MISN-N/A,NULL,NEC 2741-2; 835C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9886,ICC 9886,Chickpea,NULL,10.18730/MKX7M,ICRISAT-MISN-N/A,NULL,NEC 2742-2; 836C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9887,ICC 9887,Chickpea,NULL,10.18730/MKX8N,ICRISAT-MISN-N/A,NULL,NEC 2743-2; 838C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9888,ICC 9888,Chickpea,NULL,10.18730/MKX9P,ICRISAT-MISN-N/A,NULL,NEC 2744-2; 839C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9889,ICC 9889,Chickpea,NULL,10.18730/MKXAQ,ICRISAT-MISN-N/A,NULL,NEC 2745-2; 840C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9890,ICC 9890,Chickpea,NULL,10.18730/MKXBR,ICRISAT-MISN-N/A,NULL,NEC 2746-2; 842C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9891,ICC 9891,Chickpea,NULL,10.18730/MKXCS,ICRISAT-MISN-N/A,NULL,NEC 2747-2; 843C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Du Abi Yaftal,37.271921,70.560305,1900,NULL,Yes,No,No,NULL,NULL,11.4,92,245.5
9892,ICC 9892,Chickpea,NULL,10.18730/MKXDT,ICRISAT-MISN-N/A,NULL,NEC 2748-1; 844C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,10.6,94,181.6
9893,ICC 9893,Chickpea,NULL,10.18730/MKXEV,ICRISAT-MISN-N/A,NULL,NEC 2749-2; 845C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9894,ICC 9894,Chickpea,NULL,10.18730/MKXFW,ICRISAT-MISN-N/A,NULL,NEC 2750-2; 846C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,11.4,94,245.5
9895,ICC 9895,Chickpea,SRR13556378,10.18730/MKXGX,ICRISAT-MISN-N/A,NULL,NEC 2751-2; 847C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,Yes,Yes,NULL,NULL,11.4,94,245.5
9896,ICC 9896,Chickpea,NULL,10.18730/MKXHY,ICRISAT-MISN-N/A,NULL,NEC 2752-2; 848C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Du Abi Yaftal,37.271921,70.560305,1900,NULL,Yes,No,No,NULL,NULL,11.4,92,245.5
9897,ICC 9897,Chickpea,NULL,10.18730/MKXJZ,ICRISAT-MISN-N/A,NULL,NEC 2753-2; 851C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Khairabad,37.012501,70.884444,NULL,NULL,Yes,No,No,NULL,NULL,10.6,92,181.6
9898,ICC 9898,Chickpea,NULL,10.18730/MKXK*,ICRISAT-MISN-N/A,NULL,NEC 2754-2; 852C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Barak,36.979999,70.879997,NULL,NULL,Yes,No,No,NULL,NULL,5.3,88,242.9
9899,ICC 9899,Chickpea,NULL,10.18730/MKXM~,ICRISAT-MISN-N/A,NULL,NEC 2755-2; 853C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Faizabad,37.121441,70.578522,1250,NULL,Yes,No,No,NULL,NULL,2.7,94,227.6
9900,ICC 9900,Chickpea,NULL,10.18730/MKXN$,ICRISAT-MISN-N/A,NULL,NEC 2756-2; 854C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Barak,36.979999,70.879997,NULL,NULL,Yes,No,No,NULL,NULL,11.4,88,245.5
9901,ICC 9901,Chickpea,NULL,10.18730/MKXP=,ICRISAT-MISN-N/A,NULL,NEC 2757-2; 857C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Barak,36.979999,70.879997,NULL,NULL,Yes,No,No,NULL,NULL,2.7,88,227.6
9902,ICC 9902,Chickpea,NULL,10.18730/MKXQU,ICRISAT-MISN-N/A,NULL,NEC 2759-2; 859C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Dast-i-Feraq,36.974722,70.877501,1496,NULL,Yes,No,No,NULL,NULL,2.7,84,227.6
9903,ICC 9903,Chickpea,NULL,10.18730/MKXR0,ICRISAT-MISN-N/A,NULL,NEC 2760-2; 862C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Jurm; Jurm district,36.866667,70.834444,1562,NULL,Yes,No,No,NULL,NULL,12.2,87,214.7
9904,ICC 9904,Chickpea,NULL,10.18730/MKXS1,ICRISAT-MISN-N/A,NULL,NEC 2761-1; 864C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Jurm; Jurm district,36.866667,70.834444,1562,NULL,Yes,No,No,NULL,NULL,11.7,87,243.8
9905,ICC 9905,Chickpea,NULL,10.18730/MKXT2,ICRISAT-MISN-N/A,NULL,NEC 2762-2; 865C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,11.7,93,243.8
9906,ICC 9906,Chickpea,NULL,10.18730/MKXV3,ICRISAT-MISN-N/A,NULL,NEC 2764-2; 867C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Patagazar,36.905979,72.355957,NULL,NULL,Yes,No,No,NULL,NULL,12.3,85,248.1
9907,ICC 9907,Chickpea,NULL,10.18730/MKXW4,ICRISAT-MISN-N/A,NULL,NEC 2765-2; 869C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,11,93,175.6
9908,ICC 9908,Chickpea,NULL,10.18730/MKXX5,ICRISAT-MISN-N/A,NULL,NEC 2766-2; 870C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,12.3,93,248.1
9909,ICC 9909,Chickpea,NULL,10.18730/MKXY6,ICRISAT-MISN-N/A,NULL,NEC 2767-1; 871C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,12.3,93,248.1
9910,ICC 9910,Chickpea,NULL,10.18730/MKXZ7,ICRISAT-MISN-003,RPSP 1,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,Orissa,Darri; Mayurbanj district,21.940001,86.730003,NULL,NULL,Yes,No,No,NULL,NULL,12.3,80,248.1
9911,ICC 9911,Chickpea,NULL,10.18730/MKY08,ICRISAT-MISN-003,RPSP 2,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,Orissa,Khizrikota; Mayurbanj district,21.940001,86.730003,NULL,NULL,Yes,No,No,NULL,NULL,18.7,80,185.8
9912,ICC 9912,Chickpea,NULL,10.18730/MKY19,ICRISAT-MISN-003,RPSP 3,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Guma Habra-2; 24-Parganas district,22,88,NULL,NULL,Yes,No,No,NULL,NULL,18.7,74,185.8
9913,ICC 9913,Chickpea,NULL,10.18730/MKY2A,ICRISAT-MISN-003,RPSP 4,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Mandogacchi; 24-Parganas district,22.700001,88.5,6,NULL,Yes,No,No,NULL,NULL,11.8,83,144
9914,ICC 9914,Chickpea,SRR13015098,10.18730/MKY3B,ICRISAT-MISN-003,RPSP 5,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Janapula Habra-1; 24-Parganas district,22.700001,88.5,6,NULL,Yes,Yes,No,NULL,NULL,15.4,83,190.5
9915,ICC 9915,Chickpea,NULL,10.18730/MKY4C,ICRISAT-MISN-003,RPSP 6,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Paragachi; 24-Parganas district,22.700001,88.5,6,NULL,Yes,No,No,NULL,NULL,15.4,83,190.5
9916,ICC 9916,Chickpea,NULL,10.18730/MKY5D,ICRISAT-MISN-003,RPSP 7,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Chhotadiga; 24-Parganas district,22.729999,88.5,NULL,NULL,Yes,No,No,NULL,NULL,15.4,83,190.5
9917,ICC 9917,Chickpea,SRR13015097,10.18730/MKY6E,ICRISAT-MISN-003,RPSP 8,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Gonadipayan; 24-Parganas district,22.729999,88.5,NULL,NULL,Yes,Yes,No,NULL,NULL,17.5,83,210.8
9918,ICC 9918,Chickpea,NULL,10.18730/MKY7F,ICRISAT-MISN-003,RPSP 9,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Bagana; 24-Parganas district,22.930001,88.75,NULL,NULL,Yes,No,No,NULL,NULL,17.5,76,210.8
9919,ICC 9919,Chickpea,NULL,10.18730/MKY8G,ICRISAT-MISN-003,RPSP 10,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Boikada; 24-Parganas district,22.930001,88.75,NULL,NULL,Yes,No,No,NULL,NULL,18.8,76,187.2
9920,ICC 9920,Chickpea,NULL,10.18730/MKY9H,ICRISAT-MISN-003,RPSP 11,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Gaighata; 24-Parganas district,22.930001,88.75,NULL,NULL,Yes,No,No,NULL,NULL,18.8,76,187.2
9921,ICC 9921,Chickpea,NULL,10.18730/MKYAJ,ICRISAT-MISN-003,RPSP 12,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Vivekanandpull; 24-Parganas district,23.049999,88.769996,NULL,NULL,Yes,No,No,NULL,NULL,18.8,79,187.2
9922,ICC 9922,Chickpea,NULL,10.18730/MKYBK,ICRISAT-MISN-003,RPSP 13,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Uludanga; 24-Parganas district,22.049999,88.75,10,NULL,Yes,No,No,NULL,NULL,18.6,82,209.2
9923,ICC 9923,Chickpea,NULL,10.18730/MKYCM,ICRISAT-MISN-003,RPSP 14,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Threshing floor,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Iyaspur; Nadia district,23.469999,88.379997,10,NULL,Yes,No,No,NULL,NULL,17.8,83,175.2
9924,ICC 9924,Chickpea,NULL,10.18730/MKYDN,ICRISAT-MISN-003,RPSP 15,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Chandalpur; Nadia district,23.5,88.430003,10,NULL,Yes,No,No,NULL,NULL,20.4,78,153.2
9925,ICC 9925,Chickpea,NULL,10.18730/MKYEP,ICRISAT-MISN-003,RPSP 16,NULL,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,Field,ICRISAT-COOP-N/A,Not applicable,00:00.0,00:00.0,India,West Bengal,Habibpur; Nadia district,23.5,88.430003,10,NULL,Yes,No,No,NULL,NULL,16,78,162.6
